Original Image Patch,Binary Mask Image Patch
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch14.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch14.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch214.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch214.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch196.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch196.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch70.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch70.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch238.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch238.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch212.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch212.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch128.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch128.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch25.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch25.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch33.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch33.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch10.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch10.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch396.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch396.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch247.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch247.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch2.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch2.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch26.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch26.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch289.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch289.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch13.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch13.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch177.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch177.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch93.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch93.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch41.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch41.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch150.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch150.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch232.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch232.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch289.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch289.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch45.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch45.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch208.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch208.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch31.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch31.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch67.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch67.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch20.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch20.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch209.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch209.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch295.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch295.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch112.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch112.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch65.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch65.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch248.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch248.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch40.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch40.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch195.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch195.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch151.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch151.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch113.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch113.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch214.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch214.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch145.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch145.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch130.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch130.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch143.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch143.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch158.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch158.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch56.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch56.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch115.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch115.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch106.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch106.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch251.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch251.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch211.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch211.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch568.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch568.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch4.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch4.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0491_original_patch68.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0491_binarymask_patch68.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch34.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch34.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch233.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch233.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch154.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch154.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch630.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch630.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch214.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch214.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch217.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch217.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch66.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch66.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0420_original_patch30.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0420_binarymask_patch30.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch108.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch108.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch59.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch59.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch165.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch165.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch237.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch237.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch124.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch124.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch151.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch151.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch190.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch190.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch236.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch236.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch22.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch22.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch230.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch230.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch116.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch116.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch120.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch120.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch68.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch68.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch20.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch20.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch161.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch161.png
C:/Users/User/Desktop/Edges/patched_images\TRRW7180_original_patch40.png,C:/Users/User/Desktop/Edges/patched_images\TRRW7180_binarymask_patch40.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch195.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch195.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch85.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch85.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch79.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch79.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch99.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch99.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch111.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch111.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch188.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch188.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch7.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch7.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch76.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch76.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch47.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch47.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch197.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch197.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch294.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch294.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch216.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch216.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch19.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch19.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch172.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch172.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch43.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch43.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch229.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch229.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0420_original_patch39.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0420_binarymask_patch39.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch212.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch212.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch326.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch326.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch6.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch6.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch120.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch120.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch11.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch11.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch77.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch77.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch204.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch204.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch134.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch134.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch188.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch188.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch41.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch41.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch304.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch304.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch5.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch5.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch42.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch42.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch245.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch245.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch29.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch29.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch219.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch219.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch167.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch167.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch39.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch39.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch243.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch243.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch84.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch84.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch159.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch159.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch155.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch155.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch184.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch184.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch129.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch129.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch61.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch61.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch33.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch33.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch134.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch134.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch545.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch545.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch261.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch261.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch245.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch245.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch257.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch257.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch138.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch138.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch149.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch149.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch211.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch211.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch153.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch153.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch101.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch101.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch280.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch280.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch149.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch149.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch176.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch176.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch42.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch42.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch44.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch44.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch43.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch43.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch190.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch190.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch253.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch253.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch192.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch192.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch214.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch214.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch120.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch120.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch211.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch211.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch233.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch233.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch220.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch220.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch83.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch83.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch260.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch260.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch27.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch27.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch199.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch199.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch200.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch200.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch221.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch221.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch206.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch206.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch155.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch155.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch50.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch50.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch193.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch193.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch14.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch14.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch152.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch152.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch192.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch192.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch268.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch268.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch259.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch259.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch283.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch283.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch5.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch5.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch129.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch129.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch228.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch228.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch154.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch154.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch97.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch97.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch149.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch149.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch51.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch51.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch223.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch223.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch84.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch84.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch94.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch94.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0366_original_patch38.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0366_binarymask_patch38.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch69.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch69.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch38.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch38.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch17.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch17.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch95.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch95.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch32.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch32.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch313.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch313.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch49.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch49.png
